budget:300
influence:1708
123 | 23 | 6
354 | 51 | 10
373 | 65 | 12
499 | 91 | 14
410 | 81 | 13
451 | 86 | 14
466 | 92 | 15
495 | 85 | 14
437 | 77 | 13
483 | 71 | 12
384 | 71 | 12
443 | 82 | 14
463 | 70 | 12
352 | 68 | 12
440 | 62 | 11
405 | 62 | 11
424 | 73 | 13
376 | 61 | 11
422 | 61 | 11
450 | 66 | 12
334 | 66 | 12
487 | 65 | 12
489 | 59 | 11
401 | 64 | 12
391 | 53 | 10
29 | 3 | 1
Running time (ms):105
